Hospital Name,Address,City,State,ZIP Code,County Name,Hospital Type,Hospital Ownership,Emergency Services,Hospital overall rating
CALDWELL MEMORIAL HOSPITAL,321 MULBERRY ST SW,LENOIR,NC,28645,CALDWELL,Acute Care Hospitals,Voluntary non-profit - Other,True,2.0
BOZEMAN HEALTH DEACONESS HOSPITAL,915 HIGHLAND BLVD,BOZEMAN,MT,59715,GALLATIN,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
SPECTRUM HEALTH UNITED HOSPITAL,615 S BOWER STREET,GREENVILLE,MI,48838,MONTCALM,Acute Care Hospitals,Voluntary non-profit - Other,True,4.0
BELLEVUE MEDICAL CENTER DBA NEBRASKA MEDICINE-BELL,2500 BELLEVUE MEDICAL CENTER DR,BELLEVUE,NE,68123,SARPY,Acute Care Hospitals,Proprietary,True,3.0
SUNRISE HOSPITAL AND MEDICAL CENTER,3186 S MARYLAND PKWY,LAS VEGAS,NV,89109,CLARK,Acute Care Hospitals,Proprietary,True,1.0
MATAGORDA REGIONAL MEDICAL CENTER,104 7TH STREET,BAY CITY,TX,77414,MATAGORDA,Acute Care Hospitals,Government - Hospital District or Authority,True,3.0
MCLAREN BAY REGION,1900 COLUMBUS AVE,BAY CITY,MI,48708,BAY,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
WOODHULL MEDICAL AND MENTAL HEALTH CENTER,760 BROADWAY,BROOKLYN,NY,11206,KINGS,Acute Care Hospitals,Government - Local,True,2.0
SCOTLAND MEMORIAL HOSPITAL,500 LAUCHWOOD DR,LAURINBURG,NC,28352,SCOTLAND,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
HIGH POINT REGIONAL HOSPITAL,601 N ELM ST,HIGH POINT,NC,27261,GUILFORD,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
ST PATRICK HOSPITAL,500 W BROADWAY,MISSOULA,MT,59806,MISSOULA,Acute Care Hospitals,Voluntary non-profit - Church,True,4.0
LIVINGSTON HEALTHCARE,504 S 13TH ST,LIVINGSTON,MT,59047,PARK,Critical Access Hospitals,Voluntary non-profit - Private,True,3.0
HUNTERDON MEDICAL CENTER,2100 WESCOTT DRIVE,FLEMINGTON,NJ,8822,HUNTERDON,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
SPARROW CARSON HOSPITAL,406 EAST ELM ST,CARSON CITY,MI,48811,MONTCALM,Acute Care Hospitals,Voluntary non-profit - Other,True,3.0
MARLETTE REGIONAL HOSPITAL,2770 MAIN STREET,MARLETTE,MI,48453,SANILAC,Critical Access Hospitals,Voluntary non-profit - Private,True,4.0
MARCUS DALY MEMORIAL HOSPITAL - CAH,1200 WESTWOOD DR,HAMILTON,MT,59840,RAVALLI,Critical Access Hospitals,Voluntary non-profit - Private,True,3.0
LOVELACE WOMEN'S HOSPITAL,4701 MONTGOMERY BOULEVARD NE,ALBUQUERQUE,NM,87109,BERNALILLO,Acute Care Hospitals,Government - State,True,3.0
UNIVERSITY OF MISSISSIPPI MED CENTER,2500 N STATE ST,JACKSON,MS,39216,HINDS,Acute Care Hospitals,Government - State,True,1.0
MINERS' COLFAX MEDICAL CENTER,203 HOSPITAL DRIVE,RATON,NM,87740,COLFAX,Critical Access Hospitals,Government - State,True,3.0
LAKE HURON MEDICAL CENTER,2601 ELECTRIC AVENUE,PORT HURON,MI,48060,SAINT CLAIR,Acute Care Hospitals,Voluntary non-profit - Church,False,3.0
BAPTIST MEDICAL CENTER YAZOO,823 GRAND AVENUE,YAZOO CITY,MS,39194,YAZOO,Critical Access Hospitals,Voluntary non-profit - Private,True,2.0
MCLAREN LAPEER REGION,1375 N MAIN ST,LAPEER,MI,48446,LAPEER,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
DISTRICT ONE HOSPITAL,200 STATE AVENUE,FARIBAULT,MN,55021,RICE,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
SSM HEALTH ST MARY'S HOSPITAL - ST LOUIS,6420 CLAYTON RD,RICHMOND HEIGHTS,MO,63117,SAINT LOUIS,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
ST ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS,8280 W WARM SPRINGS ROAD,LAS VEGAS,NV,89113,CLARK,Acute Care Hospitals,Voluntary non-profit - Church,True,2.0
HENRY FORD WEST BLOOMFIELD HOSPITAL,6777 WEST MAPLE ROAD,WEST BLOOMFIELD,MI,48322,OAKLAND,Acute Care Hospitals,Voluntary non-profit - Private,True,2.0
NORTH VALLEY HOSPITAL,1600 HOSPITAL WAY,WHITEFISH,MT,59937,FLATHEAD,Critical Access Hospitals,Voluntary non-profit - Private,True,4.0
CHI HEALTH NEBRASKA HEART,7500 SOUTH 91ST ST,LINCOLN,NE,68526,LANCASTER,Acute Care Hospitals,Voluntary non-profit - Private,False,5.0
CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL,500 OSBORN BLVD,SAULT SAINTE MARIE,MI,49783,CHIPPEWA,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
COX MEDICAL CENTER BRANSON,"525 BRANSON LANDING BLVD, PO BOX 650",BRANSON,MO,65615,TANEY,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
EASTLAND MEMORIAL HOSPITAL,304 S DAUGHERTY,EASTLAND,TX,76448,EASTLAND,Acute Care Hospitals,Government - Hospital District or Authority,True,4.0
ST JOSEPH MERCY CHELSEA,775 S MAIN ST,CHELSEA,MI,48118,WASHTENAW,Acute Care Hospitals,Voluntary non-profit - Private,True,5.0
DICKINSON COUNTY MEMORIAL HOSPITAL,1721 S STEPHENSON AVE,IRON MOUNTAIN,MI,49801,DICKINSON,Acute Care Hospitals,Government - Local,True,4.0
TRACE REGIONAL HOSP AND SWING BED,1002 EAST MADISON STREET,HOUSTON,MS,38851,CHICKASAW,Acute Care Hospitals,Proprietary,True,3.0
NORTH CENTRAL BRONX HOSPITAL,3424 KOSSUTH AVENUE & 210TH STREET,BRONX,NY,10467,BRONX,Acute Care Hospitals,Government - Local,True,2.0
INSPIRA MEDICAL CENTER WOODBURY,509 N BROAD ST,WOODBURY,NJ,8096,GLOUCESTER,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL SOMERSET,110 REHILL AVE,SOMERVILLE,NJ,8876,SOMERSET,Acute Care Hospitals,Voluntary non-profit - Private,True,2.0
SWAIN COUNTY HOSPITAL,45 PLATEAU STREET,BRYSON CITY,NC,28713,SWAIN,Critical Access Hospitals,Voluntary non-profit - Private,True,4.0
OCEAN MEDICAL CENTER,425 JACK MARTIN BLVD,BRICK,NJ,8724,OCEAN,Acute Care Hospitals,Voluntary non-profit - Other,True,4.0
SCOTT REGIONAL HOSPITAL CAH,317 HIGHWAY 13 SOUTH,MORTON,MS,39117,SCOTT,Critical Access Hospitals,Voluntary non-profit - Private,True,4.0
MAYO CLINIC HEALTH SYSTEM - MANKATO,1025 MARSH STREET,MANKATO,MN,56001,BLUE EARTH,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
LAKEVIEW MEMORIAL HOSPITAL,927 WEST CHURCHILL STREET,STILLWATER,MN,55082,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
ANDERSON REGIONAL MEDICAL CTR,2124 14 ST,MERIDIAN,MS,39301,LAUDERDALE,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
SANFORD MEDICAL CENTER THIEF RIVER FALLS,3001 SANFORD PARKWAY,THIEF RIVER FALLS,MN,56701,PENNINGTON,Critical Access Hospitals,Voluntary non-profit - Private,True,3.0
RUTHERFORD REGIONAL MEDICAL CENTER,288 SOUTH RIDGECREST AVE,RUTHERFORDTON,NC,28139,RUTHERFORD,Acute Care Hospitals,Proprietary,True,3.0
COMMUNITY MEDICAL CENTER,2827 FORT MISSOULA RD,MISSOULA,MT,59804,MISSOULA,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
HIGHLAND COMMUNITY  HOSPITAL,130 HIGHLAND PKWY,PICAYUNE,MS,39466,PEARL RIVER,Acute Care Hospitals,Government - Hospital District or Authority,True,2.0
THE MEDICAL CENTER OF SOUTHEAST TEXAS,2555 JIMMY JOHNSON BLVD,PORT ARTHUR,TX,77640,JEFFERSON,Acute Care Hospitals,Proprietary,True,3.0
MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,NY,10467,BRONX,Acute Care Hospitals,Voluntary non-profit - Private,True,2.0
CENTRAL CAROLINA HOSPITAL,1135 CARTHAGE ST,SANFORD,NC,27330,LEE,Acute Care Hospitals,Voluntary non-profit - Private,True,2.0
NORTHERN HOSPITAL OF SURRY COUNTY,830 ROCKFORD ST,MOUNT AIRY,NC,27030,SURRY,Acute Care Hospitals,Government - Hospital District or Authority,True,3.0
PRESBYTERIAN ESPANOLA HOSPITAL,1010 SPRUCE STREET,ESPANOLA,NM,87532,RIO ARRIBA,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
JERSEY SHORE UNIVERSITY MEDICAL CENTER,1945 RTE 33,NEPTUNE,NJ,7754,MONMOUTH,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
MIDMICHIGAN MEDICAL CENTER-CLARE,703 N MCEWAN ST,CLARE,MI,48617,CLARE,Acute Care Hospitals,Voluntary non-profit - Other,True,3.0
SAINT CLARE'S HOSPITAL,25 POCONO ROAD,DENVILLE,NJ,7834,MORRIS,Acute Care Hospitals,Proprietary,True,2.0
MEDINA MEMORIAL HOSPITAL,200 OHIO STREET,MEDINA,NY,14103,ORLEANS,Critical Access Hospitals,Voluntary non-profit - Private,True,2.0
MEMORIAL MEDICAL CENTER INC,2450 SOUTH TELSHOR BLVD,LAS CRUCES,NM,88011,DONA ANA,Acute Care Hospitals,Proprietary,True,2.0
MUNSON MEDICAL CENTER,1105 SIXTH STREET,TRAVERSE CITY,MI,49684,GRAND TRAVERSE,Acute Care Hospitals,Voluntary non-profit - Other,True,4.0
NORTH OTTAWA COMMUNITY HEALTH SYSTEM,1309 SHELDON RD,GRAND HAVEN,MI,49417,OTTAWA,Acute Care Hospitals,Government - Hospital District or Authority,True,3.0
WEST SHORE MEDICAL CENTER,1465 E PARKDALE AVE,MANISTEE,MI,49660,MANISTEE,Acute Care Hospitals,Voluntary non-profit - Other,True,3.0
CHI HEALTH LAKESIDE,16901 LAKESIDE HILLS CT,OMAHA,NE,68130,DOUGLAS,Acute Care Hospitals,Voluntary non-profit - Church,True,3.0
HOLLAND COMMUNITY HOSPITAL,602 MICHIGAN AVE,HOLLAND,MI,49423,OTTAWA,Acute Care Hospitals,Voluntary non-profit - Private,True,5.0
NORTH CAROLINA SPECIALTY HOSPITAL,3916 BEN FRANKLIN BOULEVARD,DURHAM,NC,27704,DURHAM,Acute Care Hospitals,Proprietary,False,5.0
NESHOBA COUNTY GENERAL HOSPITAL,1001 HOLLAND AVENUE,PHILADELPHIA,MS,39350,NESHOBA,Acute Care Hospitals,Government - Local,True,3.0
LEWIS COUNTY GENERAL HOSPITAL,7785 NORTH STATE STREET,LOWVILLE,NY,13367,LEWIS,Critical Access Hospitals,Voluntary non-profit - Other,True,3.0
MERCY HOSPITAL ST LOUIS,615 NEW BALLAS ROAD,SAINT LOUIS,MO,63141,SAINT LOUIS,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
ABBOTT NORTHWESTERN HOSPITAL,800 EAST 28TH STREET,MINNEAPOLIS,MN,55407,HENNEPIN,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
SAINT PETER'S UNIVERSITY HOSPITAL,254 EASTON AVE,NEW BRUNSWICK,NJ,8901,MIDDLESEX,Acute Care Hospitals,Voluntary non-profit - Church,True,2.0
EXETER HOSPITAL INC,5 ALUMNI DRIVE,EXETER,NH,3833,ROCKINGHAM,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
CHI HLTH CREIGHTON UNIVERSITY MED CTR-BERGAN MERCY,7500 MERCY RD,OMAHA,NE,68124,DOUGLAS,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
PROGRESS WEST HOSPITAL,2 PROGRESS POINT PKWY,O FALLON,MO,63368,SAINT CHARLES,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
BANNER CHURCHILL COMMUNITY HOSPITAL,801 EAST WILLIAMS AVENUE,FALLON,NV,89406,CHURCHILL,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
GENEVA GENERAL HOSPITAL,196 -198 NORTH STREET,GENEVA,NY,14456,ONTARIO,Acute Care Hospitals,Voluntary non-profit - Private,True,2.0
RUSH FOUNDATION HOSPITAL,1314 19TH AVE,MERIDIAN,MS,39301,LAUDERDALE,Acute Care Hospitals,Voluntary non-profit - Private,True,2.0
MOUNTAINVIEW HOSPITAL,3100 N TENAYA WAY,LAS VEGAS,NV,89128,CLARK,Acute Care Hospitals,Proprietary,True,2.0
LAKES REGION GENERAL HOSPITAL,80 HIGHLAND ST,LACONIA,NH,3246,BELKNAP,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
MERCY HOSPITAL JOPLIN,100 MERCY WAY,JOPLIN,MO,64804,JASPER,Acute Care Hospitals,Voluntary non-profit - Church,True,3.0
ENGLEWOOD HOSPITAL AND MEDICAL CENTER,350 ENGLE ST,ENGLEWOOD,NJ,7631,BERGEN,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
VALLEY REGIONAL HOSPITAL,243 ELM STREET,CLAREMONT,NH,3743,SULLIVAN,Critical Access Hospitals,Voluntary non-profit - Private,True,4.0
GOLDEN VALLEY MEMORIAL HOSPITAL,1600 N 2ND ST,CLINTON,MO,64735,HENRY,Acute Care Hospitals,Government - Hospital District or Authority,True,4.0
NEW ULM MEDICAL CENTER,1324 FIFTH NORTH STREET,NEW ULM,MN,56073,BROWN,Critical Access Hospitals,Voluntary non-profit - Private,True,4.0
BUFFALO HOSPITAL,303 CATLIN ST,BUFFALO,MN,55313,WRIGHT,Acute Care Hospitals,Voluntary non-profit - Other,True,4.0
ASPIRUS KEWEENAW HOSPITAL,205 OSCEOLA,LAURIUM,MI,49913,HOUGHTON,Critical Access Hospitals,Voluntary non-profit - Private,True,4.0
MIMBRES MEMORIAL HOSPITAL,900 W ASH,DEMING,NM,88031,LUNA,Critical Access Hospitals,Proprietary,True,2.0
UP HEALTH SYSTEM PORTAGE,500 CAMPUS DRIVE,HANCOCK,MI,49930,HOUGHTON,Acute Care Hospitals,Voluntary non-profit - Other,True,3.0
CAREPOINT HEALTH - BAYONNE MEDICAL CENTER,29 EAST 29TH ST,BAYONNE,NJ,7002,HUDSON,Acute Care Hospitals,Voluntary non-profit - Private,True,2.0
NORTHERN DUTCHESS HOSPITAL,6511 SPRINGBROOK AVENUE,RHINEBECK,NY,12572,DUTCHESS,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
HILL COUNTRY MEMORIAL HOSPITAL INC,1020 SOUTH STATE HIGHWAY 16,FREDERICKSBURG,TX,78624,GILLESPIE,Acute Care Hospitals,Voluntary non-profit - Private,True,5.0
UPPER CONNECTICUT VALLEY HOSPITAL,181 CORLISS LANE,COLEBROOK,NH,3576,COOS,Critical Access Hospitals,Voluntary non-profit - Private,True,3.0
NORTHERN MONTANA HOSPITAL,30 13TH ST,HAVRE,MT,59501,HILL,Acute Care Hospitals,Voluntary non-profit - Private,True,2.0
MARLBOROUGH HOSPITAL,157 UNION STREET,MARLBOROUGH,MA,1752,MIDDLESEX,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
"DELAWARE VALLEY HOSPITAL, INC",1 TITUS PLACE,WALTON,NY,13856,DELAWARE,Critical Access Hospitals,Voluntary non-profit - Private,True,3.0
MUNSON HEALTHCARE GRAYLING HOSPITAL,1100 E MICHIGAN AVE,GRAYLING,MI,49738,CRAWFORD,Acute Care Hospitals,Voluntary non-profit - Church,True,4.0
ST JOSEPH MERCY OAKLAND,44405 WOODWARD AVE,PONTIAC,MI,48341,OAKLAND,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
ONSLOW MEMORIAL HOSPITAL,317 WESTERN BOULEVARD,JACKSONVILLE,NC,28540,ONSLOW,Acute Care Hospitals,Government - Hospital District or Authority,True,3.0
MAYO REGIONAL HOSPITAL,897 WEST MAIN STREET,DOVER FOXCROFT,ME,4426,PISCATAQUIS,Critical Access Hospitals,Government - Hospital District or Authority,True,3.0
MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,2114,SUFFOLK,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
MISSOURI BAPTIST MEDICAL CENTER,3015 N BALLAS RD,TOWN AND COUNTRY,MO,63131,SAINT LOUIS,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
STE GENEVIEVE COUNTY MEMORIAL HOSPITAL,"800 STE GENEVIEVE DRIVE, PO BOX 468",SAINTE GENEVIEVE,MO,63670,SAINTE GENEVIEVE,Critical Access Hospitals,Government - Hospital District or Authority,True,3.0
NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,11554,NASSAU,Acute Care Hospitals,Government - Local,True,1.0
COTTAGE HOSPITAL,90 SWIFTWATER RD,WOODSVILLE,NH,3785,GRAFTON,Critical Access Hospitals,Voluntary non-profit - Private,True,4.0
OUR LADY OF LOURDES MEDICAL CENTER,1600 HADDON AVENUE,CAMDEN,NJ,8103,CAMDEN,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
BOTHWELL REGIONAL HEALTH CENTER,601 E 14TH ST,SEDALIA,MO,65302,PETTIS,Acute Care Hospitals,Government - Local,True,2.0
JENNIE M MELHAM MEMORIAL MEDICAL CENTER,145 MEMORIAL DRIVE,BROKEN BOW,NE,68822,CUSTER,Critical Access Hospitals,Voluntary non-profit - Private,True,3.0
WYOMING COUNTY COMMUNITY HOSPITAL,400 NORTH MAIN STREET,WARSAW,NY,14569,WYOMING,Acute Care Hospitals,Government - Local,True,3.0
BRONX-LEBANON HOSPITAL CENTER,1276 FULTON AVENUE,BRONX,NY,10456,BRONX,Acute Care Hospitals,Proprietary,True,1.0
CARE REGIONAL MEDICAL CENTER,1711 W WHEELER AVENUE,ARANSAS PASS,TX,78336,SAN PATRICIO,Acute Care Hospitals,Proprietary,True,3.0
PRESBYTERIAN HOSPITAL,1100 CENTRAL AVENUE SE,ALBUQUERQUE,NM,87106,BERNALILLO,Acute Care Hospitals,Government - Hospital District or Authority,True,3.0
ALICE HYDE MEDICAL CENTER,133 PARK STREET,MALONE,NY,12953,FRANKLIN,Acute Care Hospitals,Voluntary non-profit - Other,True,3.0
BAYSTATE MARY LANE HOSPITAL,85 SOUTH STREET,WARE,MA,1082,HAMPSHIRE,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
ST DOMINIC-JACKSON MEMORIAL HOSPITAL,969 LAKELAND DR,JACKSON,MS,39216,HINDS,Acute Care Hospitals,Voluntary non-profit - Church,True,3.0
BARRETT HOSPITAL & HEALTHCARE,600 MT HWY 91 S,DILLON,MT,59725,BEAVERHEAD,Critical Access Hospitals,Government - Hospital District or Authority,True,4.0
ST LUKE'S CORNWALL HOSPITAL,70 DUBOIS STREET,NEWBURGH,NY,12550,ORANGE,Acute Care Hospitals,Voluntary non-profit - Other,True,2.0
PERHAM HEALTH,1000 CONEY STREET WEST,PERHAM,MN,56573,OTTER TAIL,Critical Access Hospitals,Government - Hospital District or Authority,True,4.0
PHELPS MEMORIAL HEALTH CENTER,1215 TIBBALS ST,HOLDREGE,NE,68949,PHELPS,Critical Access Hospitals,Voluntary non-profit - Private,True,4.0
MIDMICHIGAN MEDICAL CENTER-MIDLAND,4000 WELLNESS DRIVE,MIDLAND,MI,48670,MIDLAND,Acute Care Hospitals,Voluntary non-profit - Other,True,4.0
ANDROSCOGGIN VALLEY HOSPITAL,59 PAGE HILL ROAD,BERLIN,NH,3570,COOS,Critical Access Hospitals,Voluntary non-profit - Private,True,3.0
NORTHWEST MISSISSIPPI REGIONAL MEDICAL CENTER,1970 HOSPITAL DRIVE,CLARKSDALE,MS,38614,COAHOMA,Acute Care Hospitals,Proprietary,True,2.0
ARTESIA GENERAL HOSPITAL,702 N 13TH STREET,ARTESIA,NM,88210,EDDY,Acute Care Hospitals,Government - Hospital District or Authority,True,3.0
CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,455 ST MICHAEL'S DRIVE,SANTA FE,NM,87505,SANTA FE,Acute Care Hospitals,Voluntary non-profit - Private,True,2.0
FRANCES MAHON DEACONESS HOSPITAL,621 3RD ST S,GLASGOW,MT,59230,VALLEY,Critical Access Hospitals,Voluntary non-profit - Private,True,3.0
REGIONS HOSPITAL,640 JACKSON STREET,SAINT PAUL,MN,55101,RAMSEY,Acute Care Hospitals,Voluntary non-profit - Private,True,2.0
ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER,11800 EAST TWELVE MILE ROAD,WARREN,MI,48093,MACOMB,Acute Care Hospitals,Voluntary non-profit - Private,True,2.0
GALLUP INDIAN MEDICAL CENTER,516 E NIZHONI BLVD,GALLUP,NM,87301,MCKINLEY,Acute Care Hospitals,Government - Federal,True,2.0
NEWYORK-PRESBYTERIAN/QUEENS,56-45 MAIN STREET,FLUSHING,NY,11355,QUEENS,Acute Care Hospitals,Voluntary non-profit - Private,True,2.0
GLEN ROSE MEDICAL CENTER,1021 HOLDEN STREET,GLEN ROSE,TX,76043,SOMERVELL,Acute Care Hospitals,Government - Hospital District or Authority,True,4.0
LOVELACE REGIONAL HOSPITAL - ROSWELL,117 EAST 19TH STREET,ROSWELL,NM,88201,CHAVES,Acute Care Hospitals,Proprietary,True,3.0
SSM HEALTH DEPAUL HOSPITAL ST LOUIS,12303 DEPAUL DRIVE,BRIDGETON,MO,63044,SAINT LOUIS,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
CLINTON HOSPITAL ASSOCIATION,201 HIGHLAND STREET,CLINTON,MA,1510,WORCESTER,Acute Care Hospitals,Voluntary non-profit - Other,True,3.0
ALTA VISTA REGIONAL HOSPITAL,104 LEGION DRIVE,LAS VEGAS,NM,87701,SAN MIGUEL,Acute Care Hospitals,Government - Hospital District or Authority,True,3.0
ELLENVILLE REGIONAL HOSPITAL,10 HEALTHY WAY,ELLENVILLE,NY,12428,ULSTER,Critical Access Hospitals,Voluntary non-profit - Private,True,3.0
CAROLINAS HEALTHCARE SYSTEM CLEVELAND,201 E GROVER ST,SHELBY,NC,28150,CLEVELAND,Acute Care Hospitals,Government - Hospital District or Authority,True,4.0
ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,2135,SUFFOLK,Acute Care Hospitals,Proprietary,True,3.0
LEE'S SUMMIT MEDICAL CENTER,2100 SE BLUE PARKWAY,LEES SUMMIT,MO,64063,JACKSON,Acute Care Hospitals,Proprietary,True,4.0
MEMORIAL HEALTH CARE SYSTEMS,300 NORTH COLUMBIA AVE,SEWARD,NE,68434,SEWARD,Critical Access Hospitals,Voluntary non-profit - Private,True,3.0
RUMFORD  HOSPITAL,420 FRANKLIN STREET,RUMFORD,ME,4276,OXFORD,Critical Access Hospitals,Voluntary non-profit - Private,True,3.0
BAYSHORE COMMUNITY HOSPITAL,727 N BEERS ST,HOLMDEL,NJ,7733,MONMOUTH,Acute Care Hospitals,Proprietary,True,3.0
LOS ALAMOS MEDICAL CENTER,3917 WEST ROAD,LOS ALAMOS,NM,87544,LOS ALAMOS,Acute Care Hospitals,Proprietary,True,3.0
WEBSTER GENERAL HOSPITAL/ SWING BED,70 MEDICAL PLAZA,EUPORA,MS,39744,WEBSTER,Acute Care Hospitals,Voluntary non-profit - Other,True,3.0
FAIRVIEW SOUTHDALE HOSPITAL,6401 FRANCE AVENUE SOUTH,EDINA,MN,55435,HENNEPIN,Acute Care Hospitals,Voluntary non-profit - Other,True,4.0
ALBANY MEDICAL CENTER HOSPITAL,43 NEW SCOTLAND AVENUE,ALBANY,NY,12208,ALBANY,Acute Care Hospitals,Voluntary non-profit - Private,True,2.0
GREAT PLAINS HEALTH,601 WEST LEOTA ST,NORTH PLATTE,NE,69101,LINCOLN,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
HALLMARK HEALTH SYSTEM,585 LEBANON STREET,MELROSE,MA,2176,MIDDLESEX,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
QUEENS HOSPITAL CENTER,82-68 164TH STREET,JAMAICA,NY,11432,QUEENS,Acute Care Hospitals,Government - Local,True,1.0
MONADNOCK COMMUNITY HOSPITAL,452 OLD STREET ROAD,PETERBOROUGH,NH,3458,HILLSBOROUGH,Critical Access Hospitals,Voluntary non-profit - Private,True,4.0
FREEMAN HEALTH SYSTEM - FREEMAN WEST,1102 WEST 32ND STREET,JOPLIN,MO,64804,JASPER,Acute Care Hospitals,Voluntary non-profit - Other,True,3.0
DELTA REGIONAL MEDICAL CENTER,1400 E UNION ST,GREENVILLE,MS,38704,WASHINGTON,Acute Care Hospitals,Government - Local,True,2.0
STRONG MEMORIAL HOSPITAL,601 ELMWOOD AVE,ROCHESTER,NY,14642,MONROE,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
INTERFAITH MEDICAL CENTER,1545 ATLANTIC AVENUE,BROOKLYN,NY,11213,KINGS,Acute Care Hospitals,Voluntary non-profit - Private,False,1.0
DES PERES HOSPITAL,2345 DOUGHERTY FERRY ROAD,SAINT LOUIS,MO,63122,SAINT LOUIS,Acute Care Hospitals,Proprietary,True,2.0
ST CATHERINE OF SIENA HOSPITAL,50 ROUTE 25A,SMITHTOWN,NY,11787,SUFFOLK,Acute Care Hospitals,Voluntary non-profit - Private,True,2.0
CAPITAL REGION MEDICAL CENTER,1125 MADISON ST,JEFFERSON CITY,MO,65102,COLE,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
SPARROW IONIA HOSPITAL,3565 S STATE ROAD,IONIA,MI,48846,IONIA,Critical Access Hospitals,Voluntary non-profit - Private,True,3.0
CITIZENS MEMORIAL HOSPITAL,1500 N OAKLAND,BOLIVAR,MO,65613,POLK,Acute Care Hospitals,Government - Hospital District or Authority,False,3.0
MCLAREN MACOMB,1000 HARRINGTON BLVD,MOUNT CLEMENS,MI,48043,MACOMB,Acute Care Hospitals,Proprietary,True,2.0
CAMBRIDGE MEDICAL CENTER,701 SOUTH DELLWOOD AVENUE,CAMBRIDGE,MN,55008,ISANTI,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
SPECTRUM HEALTH - BUTTERWORTH CAMPUS,100 MICHIGAN ST NE,GRAND RAPIDS,MI,49503,KENT,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
LOWELL GENERAL HOSPITAL,295 VARNUM AVENUE,LOWELL,MA,1854,MIDDLESEX,Acute Care Hospitals,Voluntary non-profit - Private,True,2.0
MEMORIAL HOSPITAL OF SALEM COUNTY,310 WOODSTOWN ROAD,SALEM,NJ,8079,SALEM,Acute Care Hospitals,Voluntary non-profit - Private,True,2.0
OLMSTED MEDICAL CENTER,1650 FOURTH STREET SOUTHEAST,ROCHESTER,MN,55904,OLMSTED,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
UNM HOSPITAL,2211 LOMAS BOULEVARD NE,ALBUQUERQUE,NM,87106,BERNALILLO,Acute Care Hospitals,Voluntary non-profit - Other,True,1.0
CONCORD HOSPITAL,250 PLEASANT ST,CONCORD,NH,3301,MERRIMACK,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
WESTERN MISSOURI MEDICAL CENTER,403 BURKARTH ROAD,WARRENSBURG,MO,64093,JOHNSON,Acute Care Hospitals,Government - Hospital District or Authority,True,3.0
